0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.15588334,0.10001833,-0.30240703,-0.1473952,0.2549586,-0.042175565,0.17282774,-0.19952562,0.19739477,-0.028715225,-0.18948266,0.14712577,-0.008486892,0.11236232,0.16547613,-0.016227594,0.03669987,0.04083495,-0.19784175,-0.106074385,0.25815323,-0.14886886,0.085750006,-0.08812255,0.100137904,-0.0056095948,-0.15569966,0.15600556,0.053112894,0.35321814,0.15186317,-0.13990225,0.08068761,-0.014172435
0.0490613,0.117984585,0.17258252,-0.024380635,0.20453158,0.13850564,0.054205976,-0.08632318,-0.022392971,-0.026068732,-0.19905925,0.055790804,0.016869755,0.07026908,0.06386039,-0.0076127523,0.07141593,-0.048614282,0.10483288,-0.12833424,0.30162913,0.035986543,0.1175564,-0.1587263,0.2913551,-0.07234637,-0.31378984,0.2828693,-0.020018796,0.3057739,0.102421984,-0.096127175,-0.019530838,-0.33846128
-0.017617844,-0.065927915,0.12787424,-0.023295414,0.19368505,-0.051984545,0.08726164,-0.0066108555,0.051157176,0.15325126,0.022507805,-0.0674442,-0.12979369,0.080764845,0.015469329,0.16429631,-0.13245292,0.10357412,-0.08720234,-0.0016647651,0.053128824,-0.069280006,0.15318052,-0.00023328673,0.11657099,-0.030544179,0.044775486,0.09770627,-0.07846465,-0.07805062,-0.19306135,0.016159285,-0.1846093,0.009326266
0.03266686,-0.01952936,0.092528045,-0.134679,-0.239245,0.15085176,0.004742936,0.009611115,0.009710939,-0.026940787,-0.13896433,-0.08294016,-0.015329549,-0.023015497,-0.011707858,-0.112279736,0.052095324,-0.05616357,0.16045159,-0.027311273,-0.2997885,-0.028408349,0.018965788,0.17717396,-0.09132632,-0.07048963,-0.016146543,-0.048387837,-0.1442378,-0.048351698,-0.02477608,-0.1312638,-0.017348006,0.13343532
0.10079974,0.08464471,-0.19539933,-0.059084546,0.066416174,0.016188681,0.09405059,-0.10460034,-0.028085556,0.026346127,-0.1526433,0.08365165,-0.06570347,-0.030075537,-0.15307061,0.011993192,0.017847188,-0.0022249226,-0.10576257,-0.052233372,0.049029537,0.08159564,0.09590802,-0.16589785,0.057606015,-0.016589556,-0.06253011,-0.08712917,-0.13265887,0.045002762,0.031036865,0.07064013,-0.011286113,-0.10641104
-0.10159094,-0.19566719,-0.24570584,0.15419795,0.016741564,-0.058742404,-0.23497535,0.018918438,-0.16794005,0.03206204,-0.04243107,-0.05369972,-0.019393621,0.051165152,-0.05961148,0.26175293,-0.32273424,0.19917096,-0.14614913,0.20063113,0.009546026,-0.15648477,-0.15499601,0.038493842,-0.06563001,0.14709154,-0.019962676,0.011435503,0.06991654,-0.07452082,-0.18051791,0.17945401,-0.22529992,0.23390558
-0.17599359,-0.0931186,-0.3114651,0.16113384,-0.029970242,-0.20282352,-0.010002952,0.15555915,-0.12842092,0.0024019044,0.016238665,-0.07147559,-0.12503892,0.008936776,-0.24970073,0.1489689,-0.11438082,0.16791162,-0.15296079,0.15917747,-0.103995256,-0.08969631,-0.18820414,0.028681502,-0.036185272,0.19004124,-0.1279775,-0.06750153,-0.11259997,-0.15557055,-0.17471875,0.12977326,-0.15968217,0.11013007
0.3960609,0.34199026,0.3731469,0.30154237,-0.18519354,0.15683553,0.2346315,-0.32419255,0.009125829,-0.14999394,0.18310407,-0.07380778,0.3055641,0.26283947,-0.10258806,0.39260587,-0.33039206,0.17199375,0.33616498,0.17016482,-0.25506434,0.22304472,0.21086763,-0.33599046,-0.100237854,-0.46888503,0.11244384,-0.009925795,0.28049433,0.11849616,-0.03468883,0.36377323,-0.34589693,0.2231736
0.023117855,-0.047290582,-0.24853627,-0.1574696,0.03398194,-0.2727417,-0.06528259,0.005275216,0.05388719,0.0815724,-0.16240658,-0.12317092,0.008374441,0.32825473,-0.08593077,0.018307723,0.12609525,0.21427742,-0.061342403,-0.26205963,0.074265614,-0.16904305,-0.3166743,0.050909568,0.07872961,-0.09433187,-0.00043366532,-0.08000578,-0.014916726,0.18561253,0.09139737,0.17140841,-0.005190407,-0.02805966
-0.01837652,-0.03577734,-0.057245083,-0.18101256,-0.14008698,0.015361554,-0.18802911,0.06125597,-0.06336022,0.11744615,-0.108693585,-0.1957182,0.055179168,0.14514643,0.049015384,0.18125093,-0.010106281,0.14775437,0.025215387,-0.15249023,-0.09311988,0.022670826,-0.15995763,0.087605104,-0.19892319,-0.021832988,-0.024774907,-0.17565344,0.06565233,0.01670371,0.08601645,0.16344178,-0.1037345,0.07120084
-0.0183493,-0.034036133,-0.010054742,-0.18327153,-0.021271069,-0.12809573,-0.12493512,0.059344973,0.026770672,0.04317364,-0.20766132,-0.16691382,0.04567384,0.11775998,0.11654623,-0.041205786,0.23453769,0.021549245,0.029058577,-0.060026333,0.04782405,-0.1271498,-0.08850083,0.018960595,-0.014352747,0.031223081,-0.14045528,-0.18282162,0.07583706,0.22566482,0.110249065,0.113535695,0.1363054,0.08174099
-0.07930598,-0.08062823,-0.18222484,0.009492642,0.02756652,-0.101783745,-0.15390168,-0.019606944,-0.1100576,-0.009486024,0.011963295,-0.11178132,-0.026540874,0.21852641,0.108848035,0.044828326,0.12176116,0.20370983,-0.21797402,-0.124144316,0.021520514,-0.13972995,-0.17831391,-0.12146328,-0.046797372,0.25392675,-0.037810586,-0.021234276,0.023776365,0.30040717,0.17934172,0.057881773,0.060831167,0.09575796
-0.09432174,-0.059811477,-0.21724111,-0.1521271,-0.069769755,0.12587015,-0.22921586,-0.022210276,-0.20923726,-0.018114835,-0.16612795,-0.09304331,-0.023471043,0.1283868,0.03833014,-0.19672063,-0.046497516,0.06888787,-0.2994937,-0.040652037,-0.01943338,-0.0579585,-0.20450394,-0.21697181,-0.11347904,0.08064551,-0.1730294,-0.011101456,0.13079825,0.0737812,-0.017906519,-0.0757928,-0.04592185,-0.04317839
-0.09447029,-0.032709587,-0.2002366,-0.07534663,-0.06799858,0.1001017,-0.24799417,-0.1750105,-0.15139315,-0.109656096,-0.18905598,-0.041409776,0.039736446,0.13450342,-0.11320798,0.019385215,0.05667675,0.2093346,-0.31393754,-0.035902865,-0.21352912,0.015368175,-0.24071407,-0.095594674,-0.09331326,0.051547315,-0.2147802,-0.050597977,0.10719322,0.11717163,-0.0017334595,0.05645528,-0.0010861873,0.21999086
0.15765981,0.11707673,0.51258034,0.5133202,0.30493915,0.35008824,0.37728846,-0.33232063,0.5269719,0.44771108,0.1335795,0.4283634,0.387585,-0.30901694,0.33230522,-0.12873958,-0.37683818,0.055103153,0.5456721,0.36534515,0.28979614,0.4815751,0.37247247,-0.4466154,0.4470524,0.49511874,0.25848722,0.42673284,0.21009861,-0.29984412,0.3794444,-0.059452936,-0.34721133,0.18498321
-0.06470037,-0.10404631,-0.2016873,0.03259157,0.010145809,0.0758918,-0.17589895,0.061074927,-0.096046455,0.114787504,-0.054324407,-0.022908939,-0.0061522876,0.17500116,-0.09737156,-0.09933414,-0.05618149,0.0671777,-0.31460658,-0.18583542,0.014735881,0.066992715,-0.10957708,0.07288905,-0.14724287,-0.00020300943,-0.050829783,0.03515637,0.062060118,0.10109122,-0.01278025,-0.1135533,-0.0331885,0.24757963
-0.08132516,-0.056539685,-0.17031679,-0.033379782,-0.19597802,0.053040054,-0.27787063,-0.051530477,-0.2373674,0.017355904,-0.04101415,0.028843177,-0.049312737,0.0017559885,-0.027055087,0.0584242,0.022781592,0.21154548,-0.19819799,0.056307767,-0.09353759,0.061213348,-0.14268737,-0.132258,-0.07172073,0.079773545,-0.086993605,-0.17466617,-0.19123958,0.03271313,0.017106367,-0.029719135,-0.03263097,0.052638292
-0.07471594,-0.15207773,-0.079900555,0.11659612,0.012306687,-0.023020752,0.10914891,0.025244724,0.08251855,-0.10867025,-0.14260583,0.065251485,0.14359155,-0.0018652176,-0.12642127,-0.14358921,-0.024698049,-0.07041998,0.028945995,0.1325525,0.048002984,-0.09768087,0.10939188,0.15847522,0.008011066,-0.13233407,-0.17736843,-0.041620914,0.07546124,0.05232211,-0.13853173,-0.12650843,-0.026534384,0.054648016
-0.11919111,-0.0636642,-0.0041974997,0.06389487,0.2087298,-0.18891974,0.06727613,0.10949206,0.019117348,-0.07859435,0.109115966,0.1112376,0.1697655,-0.02322982,-0.018698644,-0.11446615,0.080843024,-0.16376251,-0.058726035,0.14482786,0.118322335,-0.20945512,0.14607039,0.06703106,0.03435017,-0.045534704,0.014597121,0.009723552,0.061703216,0.11727539,0.05429928,0.03424704,0.0016447941,-0.21975854
0.26723772,0.18044838,-0.11614588,-0.20160991,0.09930283,-0.0071327896,-0.06797676,0.06737838,-0.25532368,0.16432966,-0.21871327,-0.18435252,-0.20878911,-0.107938886,-0.06674342,0.05264439,-0.027549645,0.00263253,-0.005885478,-0.15478939,-0.11476243,0.08919822,-0.02069134,-0.0027547034,-0.18672788,0.15518218,0.0242514,-0.14114189,-0.037570834,-0.101386465,0.05278527,0.08284601,-0.0050892676,0.04684712
-0.05173741,-0.033006612,-0.07133575,-0.06471653,0.14337692,-0.10566307,0.09817717,0.10404032,0.10079139,0.0852301,-0.07666561,-0.11570291,0.15429965,0.04296212,0.028782194,-0.1619543,-0.1284947,0.10386744,-0.1469008,-0.10108583,0.016593542,-0.08508623,0.05066741,0.06375553,0.081709966,0.07680019,-0.09581511,0.015003856,0.10387975,0.08255548,0.058971975,-0.037586167,0.010552717,0.093428
0.04767288,0.200389,-0.22184405,0.15240484,0.03398873,0.024610478,-0.06391574,-0.079003274,-0.38087893,0.1776565,0.047180463,0.02736175,-0.0003107975,0.08333814,0.031482577,-0.12973517,-0.0031505956,0.20318727,-0.23031856,0.23957707,-0.08984239,-0.04303879,-0.058782853,0.009945298,-0.3558686,0.23042971,0.011061019,-0.015070824,0.037652534,0.007944546,0.033615682,-0.0805972,-0.14476201,0.055313647
-0.12037834,-0.0730611,0.004236359,0.10286769,-0.05892309,-0.07298567,0.19413656,-0.22658679,-0.08892816,0.04354595,-0.12902291,0.06998553,-0.15222783,-0.15512852,-0.025025565,-0.05775198,0.12743644,0.06895313,-0.066103496,0.08652889,-0.0880779,-0.15133083,0.13195662,-0.14259785,-0.13111167,-0.06528904,-0.15367313,-0.02871957,-0.17508098,-0.16411407,-0.047192622,-0.2523649,0.19508028,0.010371732
0.086269505,0.07869945,-0.027760176,0.055623032,-0.2751966,0.0036376556,-0.1535482,0.17910412,0.13205153,-0.1552384,-0.063650265,-0.15591308,0.062158756,-0.080247335,0.19741377,-0.25259635,-0.04387623,0.10199542,-0.05069774,0.10874643,-0.19647951,-0.08278874,-0.18066357,0.21309462,0.19472896,-0.24136078,-0.06504493,-0.39318693,0.13073839,-0.11627601,0.07331237,-0.27087224,-0.065612584,0.18644214
0.34319597,0.3856453,0.14613438,0.22085918,-0.6419752,0.75790715,-0.53020966,-0.27328172,-0.54811966,0.1937204,0.1786408,-0.74032974,-0.5140731,-1.1747203,0.40183392,0.41503412,-0.96278495,-0.8311274,0.16205281,0.2472798,-0.69961244,0.8003153,-0.5995582,-0.38385126,-0.6874875,0.23686203,0.18244386,-0.79814315,-0.5829361,-1.1701525,0.5242345,0.35239848,-1.058149,-0.83803374
