0,1,2,3,4,5,6,7,8,9
-0.11560464,-0.10650183,0.20679896,-0.20079541,-0.33247727,0.008303438,0.17644742,-0.27714443,-0.28704885,0.14049862
-0.13572817,-0.14471082,0.22178978,-0.3096874,-0.31414416,0.08139554,0.20919085,-0.26284128,-0.34965283,0.0045939563
-0.13774386,-0.13883974,0.2156934,-0.18310095,-0.3523749,0.07174763,0.11442331,-0.26249933,-0.3460357,0.06423646
-0.110176735,-0.08351595,-0.05154129,-0.3267809,-0.30770215,0.0853724,0.0021815996,-0.44185573,-0.26355729,0.14536327
-0.17746754,-0.13549635,0.22230947,-0.33821446,-0.35311386,0.06232652,0.116442874,-0.27233222,-0.417701,0.07164672
-0.09932959,-0.15603124,0.18685101,-0.203977,-0.30318892,0.0556936,0.16755024,-0.22423778,-0.36288437,0.1766352
-0.12715569,-0.1269191,0.24221821,-0.23796774,-0.3703683,0.034259733,0.16688621,-0.2526215,-0.41165778,0.050035477
-0.15018225,-0.113331206,0.17113328,-0.3095416,-0.1960688,0.112484455,-0.016628807,-0.21678896,-0.15811668,0.21329586
-0.22023383,-0.19231851,0.20235372,-0.04928026,-0.35392037,0.045648232,0.24682692,-0.137745,-0.28236413,-0.00325485
0.707896,0.7050057,-1.0960625,1.1924758,1.0389311,-0.8121939,-1.1627948,1.2043041,1.0013325,-0.9203356
0.122507654,0.19305326,-0.001526247,-0.055029284,-0.16341649,-0.2497425,-0.11801135,-0.14982884,-0.030123105,-0.28309745
0.9428075,0.9573186,-0.72917324,0.72590053,0.8946538,-0.111659825,-0.7789523,0.77898663,0.91910607,-0.09428631
0.17622116,0.14704624,-0.10271956,0.08998777,0.035142906,-0.06222005,-0.075610384,0.04065721,0.016377524,-0.056198385
0.074678645,0.03963929,0.15930866,-0.017001258,-0.025900217,0.13250701,0.2151323,-0.17981517,-0.0665602,0.20442232
0.16364497,0.21608554,-0.18355547,-0.10721727,0.11146633,-0.31595054,-0.17863111,-0.025649302,0.15345345,-0.33821654
-0.04689161,-0.026639864,-0.0123007065,-0.14482844,-0.29402164,0.11713872,0.03479212,-0.20998396,-0.35550928,0.0022729852
0.5413616,0.47803247,-0.18626127,0.6811474,0.30745813,0.38692138,-0.21903275,0.6883332,0.2945313,0.38965657
0.7563344,0.77497566,-0.58786935,-0.74762243,0.5891591,-0.55405384,-0.651836,-0.81449395,0.662823,-0.54842454
0.6847338,0.7421268,-0.019586258,0.77558565,0.6473797,0.1963295,-0.08420382,0.8583729,0.5127116,0.2370883
0.13770795,0.18886878,0.45748824,-0.18824953,-0.19072226,0.19479688,0.3755074,-0.3358081,-0.2887601,0.23861192
0.693591,0.76325274,0.05275552,0.39881954,0.12410248,-0.42219236,0.073180944,0.5149955,0.12207636,-0.5226905
0.90855604,0.96683294,-0.9333727,-0.5266415,0.9510469,-0.8255424,-0.9849462,-0.686914,1.1313949,-0.9119538
-0.15845697,-0.18313652,-0.18319574,-0.38025138,-0.44551077,0.16399068,-0.15952457,-0.37556532,-0.49364245,0.079596214
0.60533774,0.65200174,0.07017413,0.09782935,-0.19858727,-0.19635971,0.121521175,0.14043348,-0.20648952,-0.12947884
0.37945893,0.47209632,0.1838217,0.13267235,-0.028759006,0.121731244,0.20266216,0.15388392,0.00041998818,0.10137909
-0.15442595,-0.16623874,0.27761415,-0.2556293,-0.2779624,0.272947,0.32194036,-0.2797698,-0.24309908,0.21916609
-0.11726828,-0.11871731,0.1274505,-0.16225128,-0.3490759,0.021146402,0.11836414,-0.2047131,-0.30950108,0.14360082
-0.030430047,-0.07263675,-0.006795239,-0.13667579,-0.050088707,0.0009739798,0.123220764,-0.22710317,-0.1718413,0.010005246
0.2734154,0.4308429,-0.42443725,0.32510918,0.32681468,-0.40573308,-0.50915134,0.47455835,0.46629858,-0.5117417
-0.12745205,-0.13519295,0.23897406,-0.19372745,-0.32628673,0.04407078,0.26993844,-0.30190587,-0.3405622,0.06001107
-0.09753718,-0.10726423,0.3177219,-0.09010436,-0.3443063,0.35000813,0.3314987,-0.031036912,-0.3331988,0.36898625
0.30089912,0.339448,0.08631933,0.49744642,-0.22632085,-0.046009943,0.13636841,0.4806964,-0.2553805,-0.023382306
-0.14060217,-0.1327041,0.15569663,-0.19569826,-0.2845387,0.07240997,0.09417301,-0.19542304,-0.32020742,0.011648787
0.018672578,-0.017099084,0.16042233,-0.14225468,-0.3974584,-0.17486255,0.15473236,-0.1679877,-0.38316578,-0.18511409
-0.022677623,0.025370954,0.19792095,-0.13249476,-0.33009917,-0.17280607,0.1526398,-0.18075141,-0.3458568,-0.22553848
-0.09394842,-0.02166706,0.13773617,-0.36215556,-0.10897661,-0.040632855,0.075284526,-0.33440307,-0.08279224,-0.06222843
-0.14037824,-0.069543004,0.008347292,-0.40111464,-0.3461581,0.016576646,0.033700746,-0.36555448,-0.2903946,-0.059274852
-0.08124619,-0.09241701,0.115244046,-0.35547712,-0.15088218,0.0044299834,0.082116544,-0.3800594,-0.17917317,-0.03069721
-0.07190764,-0.07350972,0.026530959,-0.30795917,-0.3083231,0.054964546,0.11801772,-0.2960317,-0.28628653,0.049137507
-0.14247869,-0.09797361,0.06683205,-0.3730287,-0.31424367,0.10175885,0.08917089,-0.37398964,-0.28846672,0.12007402
-0.04170551,-0.026619762,0.29492983,-0.27051467,-0.2007265,-0.03780336,0.21310493,-0.31628582,-0.20395012,-0.0447794
0.39874673,0.36899048,0.5241024,0.5580937,-0.38532332,-0.20109549,0.36578315,0.6379557,-0.4254522,-0.16148776
-0.119591296,-0.06779411,0.18579905,-0.18556766,-0.3404971,0.040489446,0.10815456,-0.23534517,-0.29664284,0.06262133
-0.025441835,0.016687062,-0.03086995,0.12040391,-0.08658966,-0.08241368,0.07028957,0.18959597,-0.060341742,-0.1410903
-0.16521206,-0.13621086,0.04960094,-0.39275116,-0.36311474,0.13415697,-0.032539494,-0.3376689,-0.4216786,0.11164172
-0.09430448,-0.16161934,0.18203717,-0.11628791,-0.2657276,0.12782516,0.13825715,-0.19968545,-0.26271883,0.2728957
-0.035958193,-0.04343412,0.16529368,-0.072401404,-0.14744832,0.2171685,0.19075972,-0.065717004,-0.14741224,0.04677821
0.043196592,0.06920281,0.26056644,-0.26782653,-0.31748077,0.20217699,0.27993694,-0.26559255,-0.26370537,0.25526142
-0.01170196,0.055517837,0.23245212,-0.26006317,-0.29446948,0.19936222,0.3768128,-0.20617327,-0.30906412,0.24368516
-0.17183247,-0.17717165,-0.21493693,-0.30034658,-0.38355288,0.13984218,-0.11790988,-0.4004004,-0.43640336,0.09974203
-0.13785703,-0.12973626,0.22629735,-0.30869502,-0.32656434,0.09859941,0.14643164,-0.27495286,-0.32519162,0.09245904
-0.2365337,-0.18302885,0.2489558,-0.35682988,-0.25250185,0.086989574,0.23878537,-0.4141573,-0.44913217,-0.066378064
-0.09818032,-0.080766365,-0.17009772,-0.24808587,-0.29921475,0.051198218,-0.17447993,-0.3272512,-0.23875712,0.04500968
-0.09896143,-0.040862672,0.17309567,-0.22651777,-0.22495978,0.20317648,0.139693,-0.16478777,-0.15077189,0.11284543
0.050089255,0.031685174,0.05907642,-0.21566026,0.027362848,0.23283881,-0.02334632,-0.20923853,0.018047048,0.2058712
-0.054279186,-0.02964853,0.15220529,-0.2606447,-0.14740892,0.14307728,0.16636957,-0.20416161,-0.16738726,0.08667764
0.12983014,0.12675527,0.010294777,0.09308296,-0.4498171,-0.41008672,0.0026424287,0.20674957,-0.50087476,-0.4455378
