0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.09423478,-0.08203648,-0.26411465,-0.07130072,-0.07854927,0.059214644,-0.18033387,0.020196829,0.09896068,0.059761107,-0.24077338,-0.10318734,-0.08546602,0.22458252,-0.29941794,0.028809126,0.056788743,0.01064725
-0.05082994,-0.05798924,-0.12458949,0.028967727,-0.0533389,0.04837487,-0.16091548,0.14587499,-0.034257237,0.10702434,-0.13527478,-0.091231294,-0.008243752,0.08207177,-0.100830965,0.1536775,0.018257575,0.06868565
-0.06662861,-0.04101229,-0.19842549,-0.1055409,-0.07657178,0.15359016,-0.21250065,0.105693564,0.009628918,-0.0036389772,-0.21772482,-0.02808863,-0.039140042,0.096864715,-0.16229138,0.0027334462,0.011006422,0.05706477
-0.066290215,-0.052513253,-0.2510805,-0.05114752,0.13385458,0.15458283,-0.21774273,0.08857501,0.011353771,0.00046121585,-0.16930154,-0.0627449,0.21918434,0.14749525,-0.19598895,0.14709118,0.03305448,0.0021186138
-0.047382295,-0.06406488,-0.15275113,-0.04859286,-0.09582399,0.09383984,-0.18362755,0.105601095,-0.04021452,-0.03787406,-0.1719725,-0.033760514,-0.021745006,0.20830843,-0.11459784,0.08437359,0.01678322,0.06175805
-0.07083246,-0.07432423,-0.24622282,0.027253956,-0.002498572,0.11344312,-0.22629766,0.11561227,0.073552474,0.09082036,-0.15362133,0.03381591,-0.06886052,0.11574575,-0.08840367,0.06456636,0.032636266,0.011633578
-0.03878347,-0.07156696,-0.21205528,-0.0523587,-0.10072236,0.18402998,-0.1688942,0.09473012,0.066864744,0.0103281075,-0.06980257,-0.16744684,0.041771296,0.1679058,-0.28150558,0.11319351,-0.12673372,0.08166828
-0.02806335,-0.082500435,-0.036995452,0.10472927,-0.045713436,-0.15755562,-0.11603801,0.09294524,0.04674296,0.03903443,-0.023214117,0.056265622,-0.03809783,-0.15950489,-0.04418978,0.14084741,0.045762952,0.07723551
-0.14882869,-0.1430821,-0.18299523,0.09215286,-0.00785917,-0.026153151,-0.15369114,0.0008081648,-0.05077133,0.07156227,-0.13642481,0.15899196,-0.104880996,-0.027299723,-0.16523698,0.05438795,0.004871307,0.11343791
0.3119315,0.332032,0.62660617,-1.3284225,0.5636703,0.675037,0.5371172,-0.84119064,0.5053739,-0.5592424,0.6086058,-1.3278934,0.62580746,0.6746067,0.5789788,-0.9026976,0.4148921,-0.6866484
0.037026297,0.12590888,0.06433567,-0.006186818,0.12921305,0.11508835,-0.016238142,-0.103343815,0.205352,-0.12566759,0.06759384,0.09204091,0.1660082,0.08655268,0.018080663,-0.21258,0.18639775,-0.15583158
0.6159281,0.7133456,0.45943,0.45956185,0.60371125,-0.6540211,0.5402024,-0.06569485,0.25436634,-0.15959157,0.4983072,0.4524654,0.7435725,-0.64065015,0.5731414,-0.17747292,0.2154991,-0.12102505
0.029470712,0.07995878,0.037962485,-0.18434337,0.003048397,-0.04830738,-0.0580606,-0.04132721,0.011710822,-0.011664649,-0.0052590896,-0.20190449,0.10959274,-0.039280795,-0.0025857983,-0.07414053,-0.008227958,-0.06732212
0.05527063,0.06524575,0.021753076,0.013806249,-0.0040092818,-0.14503783,-0.059083197,0.03701941,-0.09191969,0.07287917,-0.03160769,0.003749882,-0.004065898,-0.21800575,-0.0935208,0.05072753,-0.053088,0.08451237
0.10115441,0.11738,0.17904682,0.21957423,0.1443121,0.04888313,0.093331315,-0.17256893,0.18608865,-0.16248031,0.108406216,0.18910293,0.087622225,0.12553987,0.13853414,-0.16109996,0.22028683,-0.0998682
-0.035242483,-0.0065825786,-0.062950514,-0.07567975,-0.02529613,0.08055084,-0.14482966,0.0077195712,0.049350876,-0.017075159,-0.13004905,-0.08377977,-0.051673464,0.08371367,-0.13583434,0.07140034,0.058593467,0.004967419
0.30130512,0.34400746,0.16857511,0.3635771,0.21728978,-0.15777862,0.049798895,-0.06656339,-0.11575607,0.11052114,0.22979325,0.5683653,0.2680708,-0.249126,0.15714812,-0.09604888,-0.050666332,0.20819752
0.48093703,0.4927705,0.26696017,0.7283418,0.3235456,0.062359873,0.27220085,-0.27615792,0.22650008,-0.080636255,0.24932516,0.86906093,0.10491816,0.064513355,0.30085692,-0.1957727,0.17175972,-0.09195169
0.45735794,0.3846808,-0.5319191,-0.2717222,-0.02688692,0.55244595,0.021307426,-0.49860108,-0.35521778,-0.51257515,-0.41943413,-0.40744016,-0.007289902,0.45687717,0.0044781715,-0.34497383,-0.22236095,-0.34507105
0.13485998,0.12594922,-0.091311805,0.124660805,-0.08556603,-0.038038697,-0.00010073329,0.14042218,0.028633479,0.20507333,-0.19101913,0.11278661,-0.09622818,-0.11773862,-0.12885651,0.056624748,-0.12521356,0.16044429
0.4341288,0.49610907,0.028864926,-0.31898436,0.13997786,-0.2853399,0.24245133,-0.27030957,-0.14110255,-0.043583926,-0.002260919,-0.29958698,0.28872,-0.2733318,0.2772724,-0.22165222,-0.26727554,-0.024814809
0.48658094,0.53381896,0.5535889,0.76046103,0.43222615,0.18791045,0.6085996,-0.6483471,0.5385675,-0.37243772,0.5965254,0.878109,0.40249166,0.23834147,0.66982365,-0.66564316,0.46696073,-0.42579803
-0.08307544,-0.060008116,-0.26461047,0.022616765,0.103174426,0.27553666,-0.21296489,0.17118794,-0.0794048,-0.032553416,-0.20899685,-0.023893617,0.11553958,0.31625617,-0.14085165,0.05075808,0.0053969324,0.0042463024
0.45482033,0.41619244,0.062253933,-0.14063247,0.14975953,0.020849373,0.12599452,-0.20305757,-0.01424845,0.13313654,-0.03850273,-0.07436905,0.14244722,-0.033211887,0.027146619,-0.10576723,0.017895026,0.1281737
0.330073,0.2894433,-0.035904344,-0.19687976,-0.01055747,0.08557972,-0.031401996,-0.115399435,-0.09534812,-0.121614404,-0.10366758,-0.065289184,0.047347218,0.068484224,-0.060017467,-0.01819997,-0.1397339,-0.07493536
