loss,val_loss
32.410552978515625,172.82679748535156
6.258155345916748,171.66390991210938
4.335513591766357,168.714111328125
3.651615858078003,165.7632293701172
3.313802480697632,162.6390838623047
3.128936529159546,159.77413940429688
3.0186192989349365,156.98399353027344
2.9469926357269287,154.20689392089844
2.895603895187378,151.6820831298828
2.8578226566314697,149.30252075195312
2.828389883041382,147.04544067382812
2.8025786876678467,145.0188446044922
2.783637046813965,143.2457275390625
2.7678873538970947,141.58847045898438
2.7549262046813965,140.1302947998047
2.7436344623565674,138.9351348876953
2.734882116317749,137.94520568847656
2.726832866668701,137.0161895751953
2.7187232971191406,136.31484985351562
2.7143537998199463,135.68637084960938
2.708437919616699,135.19180297851562
2.7033963203430176,134.83078002929688
2.699223756790161,134.50196838378906
2.6954970359802246,134.364501953125
2.6939070224761963,134.15625
2.689483880996704,134.13763427734375
2.6868107318878174,134.0840606689453
2.6848297119140625,134.07022094726562
2.6826064586639404,134.14547729492188
2.6784846782684326,134.17686462402344
2.6781296730041504,134.28811645507812
