0,1,2,3,4,5,6,7,8,9
-0.065890275,-0.05170983,-0.062212516,0.19582045,0.15437993,0.05189402,-0.18037362,0.17950211,0.19900315,-0.013627785
-0.07987715,-0.07884229,-0.12323189,0.15925984,0.1304666,0.015500655,-0.101332255,0.25631908,0.20348124,0.1265225
-0.10624677,-0.021801602,-0.15440753,0.25616336,0.16304855,0.060899355,-0.090369225,0.17340519,0.13456386,0.10121119
-0.055849236,-0.061379287,-0.15715472,0.31287128,0.1598908,0.07408901,-0.19318552,0.2719164,0.08523472,0.100980066
-0.072493315,-0.08797293,-0.04088447,0.19388333,0.18651572,0.050453097,-0.17101741,0.17110474,0.1645964,0.12058156
-0.06301126,-0.055904854,-0.0744144,0.24953043,0.16236965,0.014683133,-0.046012007,0.20640376,0.11049326,-0.020028604
-0.059680983,-0.041626807,-0.1667284,0.2283622,0.07471025,0.10597035,-0.03270868,0.22557862,0.16563767,-0.021518415
-0.06313198,-0.0773508,0.113396846,0.15366404,0.046627272,0.13088058,0.063699216,0.057855513,0.19836918,0.16746694
-0.18916231,-0.20804265,0.04313485,0.23530897,0.21550117,0.053331815,0.10856184,0.19682994,0.18511657,0.10651746
0.4327923,0.48394704,-0.855216,-0.8030649,-1.1546556,-0.7787228,-0.9853784,-0.8685201,-1.2400873,-0.91345364
0.113865554,0.12812737,-0.07130585,-0.09966262,-0.07084627,-0.1575902,0.031750415,-0.12874086,-0.09357075,-0.12945728
0.6039152,0.7401932,0.2740451,-0.46194574,-0.4405919,0.217716,0.30682996,-0.66506314,-0.6019186,0.30487424
0.10244324,0.06756071,0.0653389,-0.08576927,-0.083275616,0.04811717,-0.037471477,-0.09824083,-0.0062968545,0.034787152
-0.006285296,0.060467195,0.121470354,0.10932913,0.065489225,0.17574602,0.08083788,0.122706704,0.0142533565,0.09731445
0.08547395,0.12668432,0.028547723,-0.1068773,-0.06131364,-0.09140965,0.09234033,-0.089231,-0.011309133,-0.04494422
-0.0077375476,0.024170088,-0.10417966,0.20271471,0.18472375,0.027970314,-0.012699322,0.13879399,0.1294782,-0.026391381
0.3375319,0.31238666,0.23401143,-0.29893112,-0.14972709,0.2416151,0.17849138,-0.22890387,-0.17129046,0.12857582
0.61028486,0.5766239,0.4723173,-0.46394348,-0.29101348,0.12722594,0.50021017,-0.47806522,-0.32204828,0.17878124
0.37974313,0.41180426,-0.077166796,-0.21814749,-0.36089566,-0.19386241,-0.16233659,-0.27200732,-0.36596972,-0.10010211
0.10047754,0.09974764,0.21706752,0.048035733,0.121038415,0.10070406,0.32545504,-0.0028395453,0.10568563,0.06950973
0.42334303,0.5906194,-0.107035,-0.14317389,-0.1804441,-0.047275525,-0.1446827,-0.061922986,-0.07496271,-0.10111547
0.6300322,0.6999427,0.23267476,-0.8468907,-0.706147,-0.28517082,0.18024477,-0.9181328,-0.76661277,-0.44482005
-0.06649149,-0.08002704,-0.25272897,0.3116413,0.10380106,0.075886995,-0.21245874,0.28682113,0.10239502,0.10664533
0.4575936,0.42269847,0.02977984,-0.06701818,-0.17800234,-0.062107325,-0.04306665,-0.021598374,-0.067449555,-0.035407685
0.27742034,0.3660781,0.034082133,-0.09473044,0.026344992,0.185801,0.087194726,-0.01523883,-0.027193101,0.07611905
-0.17347953,-0.10189111,0.13705558,0.26868448,0.0348047,0.28249082,0.2412693,0.27241448,-0.06823864,0.20699221
-0.08231883,-0.044582702,-0.14217763,0.20640308,0.08840166,0.11429002,-0.045436777,0.15657075,0.09516811,0.031665973
-0.05415745,-0.036825467,0.015479907,0.046282187,0.114201896,-0.045388304,0.00533464,0.09132125,0.12700807,-0.005619294
0.28365883,0.23768641,-0.3162972,-0.26112637,-0.30343193,-0.38855654,-0.3168806,-0.3307621,-0.24530275,-0.27079388
-0.093130134,-0.04848819,-0.05356357,0.24487299,0.11755688,0.002180818,-0.178756,0.22657666,0.08012531,0.06867567
-0.14606409,-0.088963956,0.1197747,0.21536604,0.19800913,0.15076435,-0.017272323,0.28090683,0.196352,0.26653504
0.15635006,0.1607752,0.0033898263,-0.08923836,0.25699368,-0.2601028,0.038814016,-0.06069708,0.33496985,-0.3355899
