loss,val_loss
38.793182373046875,160.95822143554688
9.494332313537598,162.39846801757812
6.050176620483398,161.2080841064453
4.777194023132324,159.10328674316406
4.234441757202148,156.719482421875
3.9814059734344482,154.37071228027344
3.843384265899658,152.10305786132812
3.7599856853485107,149.93821716308594
3.7052688598632812,147.84681701660156
3.6616384983062744,145.8369903564453
3.6323189735412598,144.13870239257812
3.607537269592285,142.43463134765625
3.589003324508667,140.98983764648438
3.5719716548919678,139.79598999023438
3.5592424869537354,138.5181427001953
3.546191930770874,137.54013061523438
3.5390896797180176,136.75022888183594
3.5299055576324463,136.0437774658203
3.524092674255371,135.64442443847656
3.517834186553955,135.16786193847656
3.5130927562713623,134.88992309570312
3.507136344909668,134.70236206054688
3.5044972896575928,134.56910705566406
3.4995346069335938,134.48245239257812
3.495314836502075,134.56069946289062
3.491542339324951,134.63003540039062
3.488889217376709,134.80255126953125
