0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.7733297,-0.7253851,-0.12604567,-0.10612584,0.4519396,0.43943584,0.8301759,0.100535005,0.60074323,-0.19542174,-0.09784016,-0.22448443,0.45124668,0.4445514,0.7558073,0.08024764,0.6026015,-0.16250382
-0.3396441,-0.30147138,-0.2274824,-0.076730266,0.09434714,0.2890507,0.6041495,0.08915064,0.6818712,0.033458132,-0.18868627,-0.14710902,0.10430665,0.27952713,0.5622468,0.10793387,0.69302285,0.049459983
-0.30880982,-0.23877224,-0.25109392,0.0019740115,0.20196266,0.2552623,0.50985056,0.034235444,0.6758399,0.09488971,-0.27451855,-0.06589916,0.24421886,0.30709377,0.4873349,0.044634588,0.6886112,0.10564625
-0.5325001,-0.5060774,-0.16717799,-0.30911067,0.49436906,0.46088293,0.5247049,0.11072528,0.49031,0.00023896222,-0.1520903,-0.3428922,0.4886521,0.5190165,0.49362278,0.1341202,0.46629602,-0.009894377
-0.60664856,-0.5530671,-0.12777692,-0.12373377,0.42832842,0.532175,0.5332344,0.17739348,0.5219895,-0.14762968,-0.13646705,-0.17052007,0.4355941,0.5010621,0.49772784,0.12921932,0.5966884,-0.21428265
-0.6261268,-0.5111841,-0.18329227,-0.22854435,0.48738095,0.48724037,0.5568246,0.15197755,0.60707784,0.05411024,-0.12187947,-0.3362574,0.47368756,0.5250133,0.52118236,0.124280415,0.59626657,0.11393216
-0.6428644,-0.58432955,-0.105213955,-0.1227549,0.49542654,0.36025888,0.6195598,0.16081478,0.64925355,-0.009675776,-0.12151356,-0.2471038,0.48596057,0.4602129,0.571261,0.11661608,0.66807497,0.004758028
-0.7449375,-0.6693985,-0.23567809,-0.22453244,0.52800286,0.45342517,0.56266725,0.16078827,0.6798066,-0.10227228,-0.18507995,-0.25211573,0.5084276,0.4274397,0.5332977,0.17772591,0.6929426,-0.12026491
-0.45930958,-0.41162285,0.32577193,-0.08275778,0.5146583,0.4317227,0.51227003,0.11783647,0.6138374,-0.049257085,0.27588046,-0.18724595,0.5432913,0.43165368,0.41564864,0.09379059,0.5883635,-0.029552218
0.3637371,0.4095561,-0.6529753,0.64668775,-0.20718321,-0.009699086,0.24514732,0.40189236,0.6085248,-0.24535254,-0.61592436,0.6135015,-0.2399911,-0.0150322635,0.14179707,0.4600276,0.62450725,-0.2515558
-0.77501416,-0.68795097,-0.13816743,-0.13235998,0.44172192,0.48816293,0.7806512,0.1283581,0.58804476,-0.21061054,-0.14079711,-0.15762179,0.44000465,0.38746637,0.7883623,0.09604833,0.56552345,-0.17830622
-0.36014643,-0.32456094,0.044814683,0.31524533,0.08247419,-0.11226937,0.37050703,0.5745561,0.3845393,-0.13218893,0.032371655,0.36967602,0.122898504,-0.15429826,0.23316146,0.5122715,0.38066348,-0.21600181
-0.6404722,-0.58204716,-0.22200748,-0.25412518,0.4622638,0.42907047,0.5856723,0.10520254,0.63027394,0.00280287,-0.106586635,-0.27448475,0.496018,0.4810633,0.5327205,0.15572184,0.63311,-0.015017349
-0.66531056,-0.64403605,-0.52500665,0.21968363,0.70215094,-0.2185189,0.4977071,-0.46429595,0.68717307,-0.2118481,-0.45158347,0.18678962,0.7717617,-0.15289626,0.45631593,-0.41751528,0.6836348,-0.19319744
-0.45733574,-0.5078922,-0.08137395,0.45912522,0.77957636,-0.12902366,0.39161476,0.16429317,0.2164027,0.24953103,-0.3274393,0.35171047,0.4006545,-0.41049013,0.4997363,0.31834415,0.16048694,0.32194284
-0.4727264,-0.41367057,-0.10280772,0.21916404,0.2626466,-0.5785682,0.8254039,-0.29633626,0.5737933,-0.005726676,-0.06932181,0.14908268,0.28230324,-0.6486095,0.7558554,-0.46824825,0.6392191,-0.02702244
-0.4722319,-0.46576974,-0.16497283,0.27184904,0.27649498,-0.5808441,0.8486806,-0.44936863,0.5981926,-0.028088544,-0.09467476,0.1477428,0.31221232,-0.5337565,0.75540113,-0.40272862,0.63252854,-0.08776298
-0.7933567,-0.70170707,-0.19191043,-0.23506007,0.5510443,0.52425855,0.6262303,0.2034795,0.64213467,-0.12689753,-0.24700406,-0.33833578,0.6005441,0.5557178,0.58223623,0.11697666,0.5788814,-0.12966871
-0.7765534,-0.69370157,-0.13357271,-0.1721752,0.44602218,0.46299496,0.7991383,0.13648368,0.55492383,-0.16785385,-0.10686447,-0.19290015,0.48738727,0.4658162,0.80654794,0.114902124,0.6189589,-0.13546269
-0.32719234,-0.26079077,-0.30496275,0.0544952,0.8164107,-0.1363898,0.027110348,0.044314552,0.48110074,0.23582935,-0.2771036,0.05042162,0.7203008,0.077137515,0.041592006,0.0070813433,0.51446897,0.14167878
-0.5358054,-0.44011512,-0.09459859,-0.23863672,0.46701702,0.482327,0.41880062,0.053945217,0.5030776,-0.14828534,-0.083252266,-0.2896698,0.48547557,0.5321083,0.41455063,0.1121647,0.52667123,-0.14337623
-0.5832376,-0.46646872,0.03316693,0.076301254,0.61087817,-0.30711585,0.3690931,-0.30926737,0.41354236,-0.29335916,-0.05861351,-0.07998465,0.54538983,-0.4344132,0.34593534,-0.42390025,0.5550945,-0.32670045
-0.28690097,-0.17441554,-0.19313134,0.42341414,0.73757887,0.18312502,0.56300527,-0.0011515546,0.09281391,0.020988794,-0.26555678,0.5195186,0.76132953,0.37383336,0.58372194,-0.12733383,0.10663477,-0.18603311
-0.38398963,-0.2945284,0.14080909,-0.005575282,0.6708143,-0.5343922,0.5682669,0.28579164,0.5390808,0.32107443,0.12664627,0.08213245,0.5829833,-0.40929717,0.5346521,0.1897362,0.77116674,0.13908729
-0.1811711,-0.049677733,-0.5498994,0.15441054,0.092292175,0.14445657,0.5022029,0.61746746,0.3528254,-0.31135577,-0.5926081,0.19316001,0.09807545,0.17091942,0.46920925,0.72017103,0.40653753,-0.26070315
-0.49822903,-0.39516717,-0.86221033,-0.29230717,-0.0444196,0.43350258,0.54427344,0.5153302,0.57310426,-0.46265092,-0.8761954,-0.47316828,-0.11360506,0.38479587,0.46868137,0.4412206,0.59144247,-0.43315205
1.0133461,1.1317568,-0.32090196,0.45653275,-0.43572766,-0.34647164,-0.31573063,-0.27111918,-0.27078262,-0.92058206,-0.33271974,0.42176357,-0.39330006,-0.24621941,-0.25171036,-0.31934375,-0.34212708,-1.0798804
-0.556307,-0.49302238,-0.77144665,0.2611222,0.38713658,-0.7225531,0.28858545,0.33742887,0.03203503,-0.5379571,-0.7327724,0.382364,0.39300907,-0.6169112,0.1581428,0.4226781,-0.090158254,-0.3043944
-0.5074868,-0.44515848,-0.51494545,-0.11508512,0.35521284,0.5043919,0.49402842,0.1792771,0.6838616,-0.21687843,-0.39549404,-0.102523126,0.27231058,0.4932784,0.4107041,0.22098257,0.66189224,-0.23867579
-0.6021121,-0.49629778,-0.24031268,-0.21919361,0.3019778,0.37096536,0.5156403,0.31517217,0.71311414,-0.36712822,-0.26571614,-0.31023675,0.35769635,0.40602046,0.4566861,0.31446326,0.70655024,-0.3307439
-0.6932925,-0.58051956,-0.22302769,-0.23244508,0.39364383,0.2869308,0.7088754,0.42817017,0.6212554,-0.5149847,-0.21977738,-0.27747455,0.31562522,0.27743572,0.67428887,0.39012086,0.64063406,-0.506073
-0.10809092,0.009018671,-0.6366287,-0.09975871,-0.32153934,-0.3246082,-0.39976636,-0.7943362,1.011097,0.029514441,-0.6973943,-0.051690027,-0.43095332,-0.20342101,-0.46946585,-0.79871833,1.1187959,-0.08690601
0.39104322,0.38580173,0.5307553,0.8541012,0.20645216,-0.13936493,-0.05512448,-0.23983128,-0.29539722,-0.58084714,0.41846773,0.98682636,0.20021495,-0.27304932,-0.16535933,-0.19961977,-0.23824576,-0.6086354
-0.58982617,-0.53142303,-0.3165765,-0.20809393,0.26621842,0.37072834,0.4907108,0.26506075,0.7154774,-0.34466895,-0.28975326,-0.26984555,0.31819338,0.40886664,0.4629708,0.27852184,0.70843315,-0.35969138
-0.3532924,-0.3004386,-0.25047797,-0.21259394,0.21977974,0.43026552,0.38007003,0.1280919,0.46112847,-0.4015495,-0.2667779,-0.2673455,0.25640598,0.46367282,0.313654,0.10823095,0.4257216,-0.3388441
-0.6135144,-0.5947033,-0.086550385,-0.17694622,0.4341795,0.3730807,0.70311105,0.12782818,0.56449914,-0.11749284,-0.06458185,-0.26211616,0.41909662,0.41871232,0.7165615,0.11832492,0.63312614,-0.11137566
-0.78095007,-0.71077955,-0.16067627,-0.09846927,0.48973116,0.51941514,0.82197917,0.07903882,0.6147024,-0.16924001,-0.059184514,-0.14502123,0.48195285,0.45970568,0.74494046,0.14889397,0.6206062,-0.15163608
-0.529607,-0.4641466,-0.49467647,-0.15249987,0.28674227,0.34162727,0.51400465,0.08424743,0.6678881,-0.31293106,-0.44134817,-0.2213007,0.2974223,0.33553505,0.44908017,0.12049596,0.6661766,-0.24565941
-0.4508169,-0.4817345,-0.2145927,0.63664544,0.22857991,-0.19614756,0.65301555,0.113916256,0.34000328,0.25953504,-0.120306246,0.55017143,0.2622386,-0.23059268,0.6725906,0.11812596,0.40377605,0.23031238
-0.66245055,-0.68499583,-0.65224236,0.47672248,-0.11046455,-0.61003613,0.6070484,0.11857049,-0.14996588,0.31011802,-0.45816588,0.45284736,0.23977616,-0.78729427,0.5254542,0.24414746,0.09511966,0.056014508
-0.38884854,-0.327307,-0.72012085,0.08019184,0.18131816,0.18289849,0.5835192,0.14202896,0.637141,-0.2749654,-0.7212221,-0.0040539484,0.18714222,0.21282293,0.5021679,0.157228,0.5776684,-0.25586995
-0.3709278,-0.33655626,-0.48744154,0.27803785,0.7012615,0.039420273,0.037380397,0.35251933,0.6309241,0.050569367,-0.38146305,0.2389478,0.8156764,0.021322291,0.043014884,0.28229383,0.64587814,0.019886421
0.40132043,0.3371435,0.45508346,0.8141404,0.5022109,-0.094576515,0.19893792,-0.6788749,-0.41433865,-1.1041665,0.42612314,0.85306096,0.60518116,-0.14790554,0.1700663,-0.7840793,-0.25168264,-1.1772054
-0.7639663,-0.72120845,-0.1342504,-0.106775254,0.4474666,0.5148739,0.8229317,0.13998494,0.52213824,-0.17035152,-0.09122073,-0.1942749,0.48815948,0.46658543,0.8406327,0.09596836,0.5972158,-0.093677275
-0.57674575,-0.5110768,-0.027678644,-0.16188774,0.4125392,0.5229811,0.57732457,0.13690181,0.56496483,-0.11068736,-0.032949906,-0.32007784,0.45281923,0.5330922,0.53970045,0.1304451,0.5377984,-0.13915223
-0.6865958,-0.5967576,-0.91821617,0.3522001,0.5822882,-0.11107887,0.33062991,-0.4238973,0.4199508,-0.20459294,-0.68819624,0.42512137,0.5806316,-0.19805317,0.31190965,-0.15026215,0.1889197,0.21266453
-0.21686025,-0.21871902,-0.4622112,-0.4404175,-0.4490594,0.056706365,0.34993818,-0.9747135,0.14614862,0.49244505,-0.4570631,-0.42449626,-0.4613292,0.010061658,0.40249264,-0.90294844,0.069261774,0.5836662
-0.037233397,0.0035768,-0.48283884,0.48548493,-0.18245785,-0.29903835,1.0041882,0.2991304,0.1287958,0.46386597,-0.6169534,0.3796721,-0.24121979,-0.31828052,0.98196685,0.31043124,0.053045873,0.44832072
0.058090232,0.14724457,-0.45501816,0.18785118,-0.021418346,-0.1297055,-0.039688095,-0.19089979,0.20167,-0.33531085,-0.4688976,0.24839462,-0.12068338,-0.18254372,-0.062437687,-0.23358004,0.23311622,-0.374046
-0.34053186,-0.31797037,-0.9298105,-0.7779994,-0.63843757,0.19282782,-0.054729603,-0.41034272,-0.100214705,0.122902915,-1.0639248,-0.67345095,-0.63819855,0.056200873,-0.15222272,-0.4493004,-0.005738928,0.08252033
0.25998056,0.28540504,-0.025147533,-0.004366281,0.32896057,-0.039969288,-0.5539973,-0.4107488,-0.28560576,-0.06927687,0.04356702,-0.063132845,0.15443979,-0.22918114,-0.621353,-0.43149075,-0.13683219,-0.14999935
-0.35955945,-0.3392048,-0.24005996,0.27048206,0.24569769,-0.35449657,0.75534195,0.17848326,0.5312656,-0.114224404,-0.24729618,0.116320744,0.16900356,-0.31397405,0.57058215,0.1774734,0.46612,-0.11642759
-0.06624769,-0.05907233,-0.2816206,0.19719973,0.103364356,-0.4127573,0.23341672,-0.35436735,0.17095365,-0.23573765,-0.26721153,0.15485439,-0.008362634,-0.57096297,0.0330064,-0.42281088,0.3217728,-0.3815706
0.86027354,0.883781,-0.011052541,0.48320654,-0.17623903,-0.45367518,-0.112548076,-0.40221092,-0.4059813,-0.86570674,0.009691147,0.36821276,-0.21216506,-0.3930011,-0.14368963,-0.34853235,-0.28432223,-0.95527005
-0.267889,-0.2007114,-0.026435575,0.058616124,0.504436,-0.128515,0.41553006,-0.092487514,0.4330429,-0.12828563,-0.00973546,0.10678565,0.4464459,0.04066076,0.33569887,-0.12434944,0.67049026,-0.2426388
0.0051667304,-0.022963246,-0.49969718,-0.4333052,-0.1862125,-0.008637637,0.22317754,-0.004301787,0.5099258,-0.17061202,-0.44338265,-0.5896962,0.0042943973,0.06525314,0.27993754,-0.07236699,0.4480788,-0.35644767
0.54499626,0.6036089,0.107468724,0.66536456,-0.019172825,-0.14782158,-0.11114541,-0.35389423,-0.6193611,-0.7812841,0.018519992,0.7034824,-0.055252843,-0.22356461,-0.26573086,-0.32835037,-0.48568618,-0.88777906
0.47861764,0.4885509,0.30468038,0.009655657,-0.36204758,0.34278607,-0.012195251,-0.26724568,0.4067693,-0.27957287,0.3083297,0.095229395,-0.30651093,0.3569658,-0.16221508,-0.14524056,0.45367378,-0.35562074
0.104686216,0.11303736,0.38317582,0.20440368,-0.030825986,0.31045708,-0.23718219,-0.028124273,0.38469467,-0.5601234,0.34569782,0.16571347,-0.054832634,0.11966807,-0.36065072,-0.040726442,0.48650566,-0.7081549
-0.16704233,-0.102304734,-0.2089076,0.046197157,0.6287618,0.15570971,-0.26635304,-0.18539952,0.45229238,0.39786327,-0.1540434,0.01490725,0.66994935,0.3581,-0.1553861,-0.24034469,0.37526548,0.32450062
0.05095339,0.16158757,0.5167262,0.048711196,-0.3250042,0.8686387,0.024939056,-0.07980498,0.38033637,0.24214059,0.47419822,-0.107685864,-0.27680063,0.9104989,0.0127122905,-0.23753957,0.24014536,0.14566427
-0.45069095,-0.18895178,-0.17319502,0.0887842,0.7312955,-0.074406326,-0.06705653,0.013912701,0.56357336,0.19617558,-0.37663612,0.23527335,0.58785975,0.16212133,0.26861128,0.1702738,0.38480964,0.31488436
0.9382432,1.047468,0.5053659,0.3099346,-0.2925634,0.0127619365,-0.4485992,-0.63368124,-0.26338327,-0.3773341,0.49113736,0.41612303,-0.34147546,-0.0018733914,-0.486872,-0.486956,-0.32761654,-0.4678206
0.11476036,0.13664852,-0.11078065,0.2732895,-0.41409332,-0.22342904,1.0776491,0.70722836,0.49804053,-0.03154092,-0.19643092,0.13744277,-0.5093728,-0.23633052,0.8698339,0.71999115,0.43777856,-0.022116888
0.025588794,0.047412686,-0.30965844,0.46612602,0.005628054,-0.8543829,0.9127659,0.48995718,0.19449814,0.45622846,-0.3103676,0.3067144,0.014755858,-0.8205989,0.7750423,0.57949764,0.12006011,0.532105
-0.4531177,-0.43410566,-0.27749535,0.33435073,0.6764528,-0.10654475,-0.0038687745,0.254821,0.45999464,0.21758626,-0.24113606,0.37754196,0.73468184,0.0030496102,-0.15560429,0.33239213,0.5324885,0.10367636
-0.5949247,-0.5944003,-0.43487462,0.13995536,0.76294756,-0.18297718,0.45132414,0.016096696,0.4549172,-0.13634126,-0.40743774,0.0026082245,0.7840482,-0.22994976,0.32600656,-0.054022603,0.55608463,-0.17447574
-0.103661306,-0.08985244,-0.22226444,-0.3771894,0.32980505,-0.4797624,-0.1627053,-0.1638587,-0.32521412,0.0048410534,-0.26570693,-0.39734638,0.27062827,-0.4710286,-0.30081403,-0.11119226,-0.2758335,-0.019267661
0.054906122,0.1110346,-0.37096912,0.566552,-0.13229574,-0.33210373,0.8602901,0.48149088,0.0106025385,-0.14584683,-0.4442374,0.5266313,-0.18226555,-0.37342978,0.7504922,0.51362824,-0.04875045,-0.15347263
-0.1574036,-0.15711468,-0.062839836,0.16204979,0.28991532,0.03183658,-0.10638848,0.29297176,0.5459611,0.17404675,-0.1593449,0.11282036,0.26993325,0.13540803,-0.19784887,0.33687913,0.40001997,0.15349308
-0.07800283,-0.01169909,0.66237175,0.30076644,0.40407956,-0.5872535,0.05696222,-0.22653092,0.3052438,-0.13842088,0.69800127,0.19322655,0.43809316,-0.75661993,0.004792027,-0.4250955,0.33962038,-0.31453648
-0.0015606225,-0.04052157,-0.0066882903,-0.27570325,0.044585984,-0.4860779,0.058076747,-0.2811505,-0.008623515,0.36074266,-0.023038082,-0.3516339,0.056134723,-0.48255092,-0.035585836,-0.29270843,-0.088579684,0.4289981
0.45504418,0.43463326,0.39480284,0.6991702,0.18483289,-0.50530064,-0.11194839,-0.35516748,-0.3649299,-0.24759313,0.35446554,0.7221848,0.09770397,-0.53944534,-0.18181832,-0.36013415,-0.32635516,-0.31474242
-0.4228621,-0.30177185,-0.18035904,-0.5351661,0.3114907,0.31409895,-0.1437828,0.23117438,0.50456494,0.0935888,-0.30452597,-0.48045328,0.22659962,0.35331982,-0.24347791,0.22719088,0.3178996,0.16333608
0.8190747,0.874218,0.6276606,0.66338116,-0.21848415,0.08726014,0.009430687,-0.28548217,-0.18620017,-0.77024996,0.53255165,0.7164769,-0.17780568,0.0054366966,-0.075239584,-0.2384537,-0.084570095,-0.84162676
-0.46031606,-0.2735679,-0.18414702,0.060643554,0.78348994,-0.007976092,-0.17771192,-0.01881118,0.6021756,0.15206786,-0.2893114,0.20734051,0.61213696,0.18271373,0.2078319,0.21200669,0.37966713,0.2882868
0.60645884,0.6998244,0.2964375,0.12579474,-0.29652858,-0.21926641,-0.5753921,-0.54250735,0.15334521,-0.19793922,0.3478112,0.12667352,-0.29036266,-0.24966529,-0.60764986,-0.67087847,0.20242405,-0.4325911
-0.2560078,-0.23471871,-0.26734635,-0.09355371,0.34579906,-0.19579887,0.030140286,-0.007861773,0.24143441,0.4711391,-0.36662084,-0.13726303,0.5738837,-0.09830894,0.070796214,-0.11426444,0.2901997,0.46278748
0.053593796,0.1290284,-0.116192244,-0.4203577,-0.06996635,0.3481184,0.16827257,0.22650096,0.5580574,-0.050028846,-0.115487,-0.3550403,-0.13471459,0.30696324,0.24742016,0.1542577,0.46832523,-0.10357944
0.47376993,0.40914547,0.12603551,-0.06740536,-0.43781903,-0.011674235,1.2086514,0.1225187,0.39315745,0.13980815,-0.042507064,-0.29031602,-0.47482762,-0.01009462,1.0141659,0.10584305,0.3124658,0.23879918
-0.17164934,-0.0934556,-0.2843678,-0.14993083,0.1333951,-0.6784368,0.30501577,0.0044892225,-0.07930573,0.020640358,-0.3647558,-0.047082447,0.14639765,-0.8307476,0.18931726,-0.07739355,0.05243857,0.019746272
-0.19622467,-0.12203974,-1.0711836,-0.25266302,-0.46824747,0.33100498,-0.036682427,-0.41423538,0.14863609,-0.7282817,-0.97679573,-0.2345471,-0.5673851,0.37704775,-0.09390115,-0.30859286,0.23468886,-0.7979563
-0.2408266,-0.106882505,-0.5848373,-0.43225256,0.30731094,-0.8210446,-0.022278441,0.39993986,-0.12746976,-0.4445578,-0.614938,-0.32485047,0.19837894,-0.9712884,-0.14770052,0.37628043,-0.0047407844,-0.37415084
0.1507004,0.26152152,-0.22984445,0.22072381,-0.46042335,0.22193827,0.55710596,0.10853448,0.19145921,-0.14994577,-0.3361167,0.23011954,-0.544037,0.22891626,0.51238334,0.17869513,0.20915271,-0.077949226
0.6643485,0.75556445,-0.16751005,0.5453448,0.092956,-0.6103865,-0.20359704,-0.2050196,-0.6382215,-0.65154254,-0.08058418,0.5339794,-0.009282953,-0.5698052,-0.21906327,-0.1512907,-0.6425022,-0.7242423
-0.028282726,-0.053114034,-0.15122177,0.42838967,0.33235756,-0.18103641,0.15898623,0.11572577,0.13998084,-0.66426075,-0.14156799,0.32710516,0.37525555,-0.07663523,0.11579414,0.0819588,0.15473397,-0.6733772
-0.3702829,-0.44585192,-0.19477817,0.34153762,0.7230224,-0.16983259,-0.057620116,0.27857625,0.5008579,0.20487396,-0.2991336,0.3562753,0.71362865,0.11349861,-0.20245124,0.3337974,0.48393372,0.047809236
