loss,val_loss
42.69495391845703,152.90989685058594
13.597620010375977,152.71148681640625
9.683364868164062,152.62591552734375
6.987438201904297,151.73480224609375
5.822719573974609,150.4132080078125
5.38523006439209,148.63453674316406
5.165419101715088,146.99789428710938
5.026379108428955,145.30096435546875
4.931366443634033,143.67601013183594
4.862601280212402,142.2220916748047
4.815567493438721,140.81239318847656
4.777072429656982,139.5424346923828
4.747382640838623,138.42929077148438
4.724717140197754,137.51254272460938
4.7053656578063965,136.59153747558594
4.68833065032959,135.78009033203125
4.675953388214111,135.15089416503906
4.664298057556152,134.502685546875
4.655520915985107,134.1399383544922
4.645096778869629,133.8452911376953
4.639611721038818,133.56509399414062
4.632044315338135,133.4369659423828
4.626396656036377,133.50054931640625
4.622618675231934,133.56393432617188
4.6185736656188965,133.56399536132812
