loss,val_loss
20.271581649780273,126.58269500732422
4.369917869567871,120.48402404785156
3.6051747798919678,115.77375030517578
3.3109865188598633,112.45698547363281
3.165800094604492,110.21376037597656
3.0777387619018555,108.78651428222656
3.0236146450042725,107.8400650024414
2.989190101623535,107.24744415283203
2.960914134979248,106.85738372802734
2.937760591506958,106.64994049072266
2.9181675910949707,106.55551147460938
2.9048233032226562,106.60438537597656
2.892620086669922,106.65885162353516
2.8818602561950684,106.74043273925781
