"","species_new","trait_ind","emb_ind","phylo_ind"
"4012","Centaurea jacea",4301,7868,3299
"4013","Centaurea leucophaea",4302,7874,3281
"4014","Centaurea linifolia",4303,7875,3293
"4015","Centaurea margaritacea",4304,7879,3275
"4016","Centaurea melitensis",4305,7881,3309
"4017","Centaurea nemoralis",4307,7886,3289
"4018","Centaurea nervosa",4308,7887,3232
"4019","Centaurea nigra",4309,7888,3286
"4020","Centaurea nigrescens",4310,7889,3298
"4021","Centaurea orientalis",4311,7891,3230
"4022","Centaurea ornata",4312,7892,3311
"4023","Centaurea paniculata",4313,7895,3283
"4024","Centaurea pectinata",4314,7900,3292
"4025","Centaurea phrygia",4315,7902,3295
"4026","Centaurea raphanina",4316,7909,3313
"4027","Centaurea rhaetica",4317,7911,3290
"4028","Centaurea rupestris",4318,7913,3314
"4029","Centaurea rutifolia",4319,7914,3222
"4030","Centaurea scabiosa",4320,7916,3296
"4031","Centaurea solstitialis",4321,7921,3305
"4032","Centaurea spinosa",4322,7923,3258
"4033","Centaurea stoebe",4323,7912,3267
"4034","Centaurea uniflora",4324,7933,3213
"4035","Centaurea virgata",4325,7935,3268
"4036","Centaurium cachanlahuen",4326,7936,10477
"4037","Centaurium erythraea",4327,7937,10478
"4038","Centaurium littorale",4328,7938,10476
"4039","Centaurium maritimum",4329,7939,10481
"4040","Centaurium pulchellum",4330,7940,10480
"4041","Centaurium scilloides",4331,7941,10479
"4042","Centaurium tenuiflorum",4332,7942,10482
"4043","Centella asiatica",4334,7944,4808
"4044","Centella glabrata",4335,7949,4805
"4045","Centipeda cunninghamii",4336,7952,614
"4046","Centipeda minima",4337,7953,616
"4047","Centipeda nidiformis",4338,7954,615
"4048","Centipeda racemosa",4339,7955,617
"4049","Centipeda thespidioides",4340,7956,612
"4050","Centranthus angustifolius",4341,7959,5118
"4051","Centranthus calcitrapa",4342,7960,5121
"4052","Centranthus ruber",4343,7962,5120
"4053","Centrapalus pauciflorus",4344,7963,3139
"4054","Centratherum punctatum",4345,7965,3053
"4055","Centrolepis strigosa",4346,7969,34244
"4056","Centrolobium microchaete",4347,7970,17200
"4057","Centrolobium ochroxylum",4348,7971,17201
"4058","Centrolobium tomentosum",4349,7972,17199
"4059","Centropodia glauca",4350,7976,32758
"4060","Centrosema pubescens",4351,7983,16590
"4061","Centrosema virginianum",4352,7984,16589
"4062","Centrostachys aquatica",4353,7985,14202
"4063","Cephalanthera austiniae",4354,7987,30451
"4064","Cephalanthera damasonium",4355,7989,30456
"4065","Cephalanthera longifolia",4356,7993,30457
"4066","Cephalanthera rubra",4357,7994,30458
"4067","Cephalanthus occidentalis",4358,7997,9623
"4068","Cephalaralia cephalobotrys",4359,7998,4987
"4069","Cephalaria alpina",4360,7999,5194
"4070","Cephalaria gigantea",4361,8001,5192
"4071","Cephalaria leucantha",4362,8002,5197
"4072","Cephalaria microcephala",4363,8003,5195
"4073","Cephalaria syriaca",4364,8005,5196
"4074","Cephalaria transylvanica",4365,8006,5190
"4075","Cephalipterum drummondii",4366,8008,832
"4076","Cephalotaxus fortunei",4367,8023,38205
"4077","Cephalotaxus harringtonii",4368,8024,38206
"4078","Ceraria fruticulosa",4369,8026,12732
"4079","Cerastium alpinum",4371,8028,13560
"4080","Cerastium arcticum",4372,8030,13561
"4081","Cerastium arvense",4373,8031,13562
"4082","Cerastium beeringianum",4374,8033,13559
"4083","Cerastium brachypetalum",4375,8035,13566
"4084","Cerastium brachypodum",4376,8036,13548
"4085","Cerastium carinthiacum",4377,8040,13545
"4086","Cerastium cerastoides",4378,8042,13543
"4087","Cerastium dichotomum",4379,8048,13537
"4088","Cerastium diffusum",4380,8049,13564
"4089","Cerastium dubium",4381,8050,13536
"4090","Cerastium fontanum",4382,8053,13553
"4091","Cerastium glomeratum",4383,8056,13565
"4092","Cerastium gracile",4384,8057,13531
"4093","Cerastium lanceolatum",4385,8064,13524
"4094","Cerastium latifolium",4386,8066,13554
"4095","Cerastium ligusticum",4387,8067,13523
"4096","Cerastium mollissimum",4388,8069,13521
"4097","Cerastium nigrescens",4389,8071,13556
"4098","Cerastium pedunculatum",4390,8075,13516
"4099","Cerastium perfoliatum",4391,8076,13515
"4100","Cerastium pumilum",4392,8077,13563
"4101","Cerastium purpurascens",4393,8078,13514
"4102","Cerastium regelii",4394,8081,13558
"4103","Cerastium semidecandrum",4395,8083,13557
"4104","Cerastium subtriflorum",4396,8087,13507
"4105","Cerastium sylvaticum",4397,8089,13505
"4106","Cerastium tomentosum",4398,8091,13555
"4107","Cerastium uniflorum",4399,8095,13500
"4108","Cerasus jamasakura",4400,8096,19392
"4109","Cerasus yedoensis",4401,8100,19374
"4110","Ceratiola ericoides",4402,8101,11209
"4111","Ceratocapnos claviculata",4403,8102,30117
"4112","Ceratocarpus arenarius",4404,8103,14144
"4113","Ceratocephala falcata",4405,8104,29494
"4114","Ceratocephala testiculata",4406,8105,29495
"4115","Ceratonia siliqua",4407,8110,18222
"4116","Ceratopetalum apetalum",4409,8111,23174
"4117","Ceratopetalum gummiferum",4410,8112,23176
"4118","Ceratopetalum succirubrum",4411,8113,23175
"4119","Ceratophyllum demersum",4412,8114,30152
"4120","Ceratophyllum submersum",4413,8116,30154
"4121","Ceratostema reginaldii",4414,8121,11245
"4122","Ceratotheca sesamoides",4415,8122,7324
"4123","Ceratotheca triloba",4416,8123,7323
"4124","Cerbera floribunda",4417,8125,10192
"4125","Cerberiopsis candelabra",4419,8126,9787
"4126","Cercestis mirabilis",4420,8127,36619
"4127","Cercidium floridum",4421,8129,18073
"4128","Cercidium microphyllum",4422,8130,18076
"4129","Cercis canadensis",4424,8132,18284
"4130","Cercis occidentalis",4425,8133,18283
"4131","Cercis siliquastrum",4426,8134,18282
"4132","Cercocarpus intricatus",4428,8135,19121
"4133","Cercocarpus ledifolius",4429,8136,19119
"4134","Cercocarpus montanus",4430,8139,19120
"4135","Cereus forbesii",4432,8141,12635
"4136","Cereus hildmannianus",4433,8142,12637
"4137","Cereus jamacaru",4434,8143,12634
"4138","Cereus repandus",4435,8144,12633
"4139","Cerinthe glabra",4436,8147,8359
"4140","Cerinthe major",4437,8148,8361
"4141","Cerinthe minor",4438,8149,8360
"4142","Ceriops tagal",4440,8151,21898
"4143","Cespedesia spathulata",4443,8160,22950
"4144","Cestrum alternifolium",4445,8161,10830
"4145","Cestrum aurantiacum",4446,8162,10829
"4146","Cestrum parqui",4447,8168,10832
"4147","Cestrum racemosum",4448,8169,10824
"4148","Cestrum tomentosum",4450,8172,10833
"4149","Ceterach officinarum",4451,8173,38986
"4150","Chadsia grevei",4452,8174,15298
"4151","Chaenactis douglasii",4453,8175,373
"4152","Chaenactis stevioides",4454,8176,372
"4153","Chaenorhinum minus",4455,8177,7891
"4154","Chaenorhinum origanifolium",4456,8178,7892
"4155","Chaenorhinum rubrifolium",4457,8180,7889
"4156","Chaerophyllum aromaticum",4459,8182,4534
"4157","Chaerophyllum aureum",4460,8183,4532
"4158","Chaerophyllum australianum",4461,8184,4542
"4159","Chaerophyllum bulbosum",4462,8185,4535
"4160","Chaerophyllum eriopodum",4463,8190,4541
"4161","Chaerophyllum hirsutum",4464,8191,4545
"4162","Chaerophyllum procumbens",4465,8194,4539
"4163","Chaerophyllum tainturieri",4466,8196,4540
"4164","Chaerophyllum temulum",4467,8197,4543
"4165","Chaerophyllum villarsii",4468,8198,4546
"4166","Chaetanthera linearis",4469,8199,3683
"4167","Chaetocarpus castanocarpus",4471,8201,22838
"4168","Chaetocarpus echinocarpus",4472,8202,22837
"4169","Chaetopappa ericoides",4473,8208,1296
"4170","Chaiturus marrubiastrum",4474,8209,5628
"4171","Chamaebatiaria millefolium",4475,8211,19317
"4172","Chamaeclitandra henriquesiana",4476,8212,9786
"4173","Chamaecrista absus",4478,8213,18173
"4174","Chamaecrista adiantifolia",4479,8214,18198
"4175","Chamaecrista biensis",4480,8216,18196
"4176","Chamaecrista fasciculata",4481,8222,18201
"4177","Chamaecrista mimosoides",4482,7517,18171
"4178","Chamaecrista nictitans",4483,8229,18202
"4179","Chamaecrista nigricans",4484,8230,18172
"4180","Chamaecrista stricta",4485,8233,18183
"4181","Chamaecyparis formosensis",4486,8236,38183
"4182","Chamaecyparis lawsoniana",4487,8237,38185
"4183","Chamaecyparis obtusa",4488,8238,38186
"4184","Chamaecyparis thyoides",4489,8239,38184
"4185","Chamaecytisus absinthioides",4490,8240,17055
"4186","Chamaecytisus albus",4491,8241,17054
"4187","Chamaecytisus ruthenicus",4498,8250,17049
"4188","Chamaedaphne calyculata",4501,8253,11364
"4189","Chamaedorea allenii",4502,8254,36078
"4190","Chamaedorea angustisecta",4503,8255,36076
"4191","Chamaedorea pinnatifrons",4504,8261,36080
"4192","Chamaedorea tepejilote",4505,8263,36081
"4193","Chamaedorea woodsoniana",4506,8264,36073
"4194","Chamaemelum fuscatum",4507,8266,2035
"4195","Chamaemelum nobile",4508,8267,2034
"4196","Chamaerhodos altaica",4509,8269,18841
"4197","Chamaerhodos erecta",4510,8270,18842
"4198","Chamaerhodos sabulosa",4511,8272,18839
"4199","Chamaerops humilis",4512,8274,36116
"4200","Chamaescilla corymbosa",4513,8276,31277
"4201","Chamissoa altissima",4515,8285,14267
"4202","Chamorchis alpina",4517,8287,30186
"4203","Champereia manillana",4518,8288,15000
"4204","Chaptalia integerrima",4519,8295,3672
"4205","Chaptalia runcinata",4520,8300,3675
"4206","Chaptalia sinuata",4521,8301,3665
"4207","Chardinia orientalis",4522,8303,3605
"4208","Chascanum hildebrandtii",4523,8305,7413
"4209","Chascanum marrubiifolium",4524,8306,7412
"4210","Chasmanthium latifolium",4525,8309,32312
"4211","Chasmanthium laxum",4526,8310,32314
"4212","Chasmopodium caudatum",4527,8312,31624
"4213","Chaunochiton kappleri",4529,8313,15027
"4214","Cheilanthes austrotenuifolia",4531,8316,39145
"4215","Cheilanthes buchtienii",4532,8319,39142
"4216","Cheilanthes distans",4533,8323,39148
"4217","Cheilanthes parryi",4534,8335,39130
"4218","Cheilanthes sieberi",4535,8341,39149
"4219","Cheiloclinium cognatum",4537,8345,23325
"4220","Cheiloclinium hippocrateoides",4538,8346,23323
"4221","Cheilocostus speciosus",4539,8348,35817
"4222","Cheilosoria tenuifolia",4540,8349,39077
"4223","Cheiridopsis namaquensis",4541,8353,12855
"4224","Cheiridopsis robusta",4542,8354,12854
"4225","Cheirolophus intybaceus",4543,8355,3375
"4226","Chelidonium majus",4544,8361,30096
"4227","Chelone glabra",4545,8362,7944
"4228","Chenopodium acuminatum",4547,8366,14135
"4229","Chenopodium album",4548,8367,14106
"4230","Chenopodium auricomum",4549,8368,14119
"4231","Chenopodium berlandieri",4550,8369,14104
"4232","Chenopodium bonus-henricus",4551,8370,14100
"4233","Chenopodium chenopodioides",4552,8372,14098
"4234","Chenopodium curvispicatum",4553,8373,14097
"4235","Chenopodium desertorum",4554,8374,14118
"4236","Chenopodium foliosum",4555,8377,14094
"4237","Chenopodium fremontii",4556,8378,14102
"4238","Chenopodium frutescens",4557,8379,14109
"4239","Chenopodium glaucum",4558,8381,14122
"4240","Chenopodium hybridum",4559,8384,14090
"4241","Chenopodium iljinii",4560,8385,14107
"4242","Chenopodium incanum",4561,8386,14101
"4243","Chenopodium leptophyllum",4562,8387,14105
"4244","Chenopodium murale",4563,8388,14121
"4245","Chenopodium nitrariaceum",4564,8389,14089
"4246","Chenopodium opulifolium",4565,8391,14108
"4247","Chenopodium polyspermum",4566,8393,14123
"4248","Chenopodium rubrum",4567,8394,14145
"4249","Chenopodium strictum",4568,8395,14086
"4250","Chenopodium urbicum",4569,8396,14085
"4251","Chenopodium vulvaria",4570,8397,14110
"4252","Chevreulia sarmentosa",4571,8402,886
"4253","Chidlowia sanguinea",4572,8403,18063
"4254","Chiliadenus glutinosus",4573,8404,1062
"4255","Chilopsis linearis",4574,8409,7300
"4256","Chimaphila menziesii",4575,8413,11489
"4257","Chimaphila umbellata",4576,8414,11493
"4258","Chimarrhis cymosa",4578,8415,9567
"4259","Chimarrhis glabriflora",4579,8416,9568
"4260","Chimarrhis hookeri",4580,8417,9569
"4261","Chimarrhis parviflora",4581,8419,9565
"4262","Chiococca alba",4582,8421,9700
"4263","Chionanthus axillaris",4584,8425,8077
"4264","Chionanthus brassii",4585,8427,8075
"4265","Chionanthus cuspidatus",4586,8429,8073
"4266","Chionanthus ligustrinus",4587,8431,8072
"4267","Chionanthus niloticus",4588,8434,8069
"4268","Chionanthus panamensis",4589,8436,8079
"4269","Chionanthus polygamus",4590,8438,8066
"4270","Chionanthus ramiflorus",4591,8439,8081
"4271","Chionanthus retusus",4592,8440,8082
"4272","Chionanthus virginicus",4593,8443,8085
"4273","Chione venosa",4594,8444,9725
"4274","Chionochloa australis",4596,8446,32819
"4275","Chionochloa conspicua",4597,8447,32818
"4276","Chionochloa crassiuscula",4598,8448,32824
"4277","Chionochloa flavescens",4599,8449,32822
"4278","Chionochloa macra",4600,8450,32821
"4279","Chionochloa oreophila",4601,8451,32823
"4280","Chionochloa pallens",4602,8452,32820
"4281","Chionochloa rigida",4603,8453,32817
"4282","Chionochloa rubra",4604,8454,32826
"4283","Chionochloa teretifolia",4605,8455,32816
"4284","Chiranthodendron pentadactylon",4606,8458,24777
"4285","Chironia linoides",4607,8459,10298
"4286","Chisocheton ceramicus",4609,8462,25654
"4287","Chisocheton cumingianus",4610,8463,25653
"4288","Chisocheton lasiocarpus",4611,8464,25652
"4289","Chisocheton longistipitatus",4612,8465,25651
"4290","Chisocheton patens",4613,8467,25649
"4291","Chloranthus japonicus",4614,8471,38063
"4292","Chloris barbata",4616,8473,32358
"4293","Chloris canterae",4617,8474,32319
"4294","Chloris divaricata",4618,8476,32352
"4295","Chloris gayana",4619,8478,32357
"4296","Chloris lobata",4620,8480,32350
"4297","Chloris pectinata",4621,8481,32349
"4298","Chloris pilosa",4622,8482,32348
"4299","Chloris pycnothrix",4623,8484,32354
"4300","Chloris roxburghiana",4624,8485,32346
"4301","Chloris truncata",4625,8486,32355
"4302","Chloris ventricosa",4626,8487,32345
"4303","Chloris verticillata",4627,8488,32344
"4304","Chloris virgata",4628,8489,32356
"4305","Chlorocardium venenosum",4629,8490,37634
"4306","Chloroleucon mangense",4630,8491,17918
"4307","Chloroleucon tenuiflorum",4631,8492,17917
"4308","Chlorophytum comosum",4633,8497,30913
"4309","Chlorophytum gallabatense",4634,8499,30907
"4310","Chlorophytum laxum",4635,8501,30915
"4311","Choerospondias axillaris",4636,8506,26567
"4312","Chomelia microloba",4638,8510,9666
"4313","Chomelia obtusa",4639,8511,9671
"4314","Chomelia paniculata",4640,8512,9665
"4315","Chomelia spinosa",4641,8515,9670
"4316","Chomelia tenuiflora",4642,8516,9672
"4317","Chondrilla chondrilloides",4643,8517,2742
"4318","Chondrilla juncea",4644,8518,2743
"4319","Chondrodendron tomentosum",4645,8520,30002
"4320","Chondrosum barbatum",4647,8522,32511
"4321","Chondrosum eriopodum",4648,8523,32509
"4322","Chondrosum gracile",4649,8524,32510
"4323","Chondrosum hirsutum",4650,8525,32508
"4324","Chondrosum simplex",4651,8526,32507
"4325","Choretrum glomeratum",4652,8529,14970
"4326","Choricarpia leptopetala",4653,8530,27897
"4327","Chorispora tenella",4654,8533,23987
"4328","Chorizandra cymbaria",4655,8534,34321
"4329","Chorizandra sphaerocephala",4656,8535,34322
"4330","Christella dentata",4657,8539,38919
"4331","Christiana africana",4658,8540,24496
"4332","Christolea crassifolia",4659,8541,23932
"4333","Chromolaena laevigata",4660,8546,213
"4334","Chromolaena odorata",4661,8547,218
"4335","Chrozophora oblongifolia",4662,8553,22682
"4336","Chrozophora plicata",4663,8554,22679
"4337","Chrozophora tinctoria",4664,8555,22681
"4338","Chrysanthellum indicum",4665,8559,155
"4339","Chrysanthemoides monilifera",4666,8560,2101
"4340","Chrysanthemum indicum",4668,8562,1900
"4341","Chrysanthemum zawadskii",4669,8563,1898
"4342","Chrysocephalum apiculatum",4670,8565,786
"4343","Chrysocephalum eremaeum",4671,8566,785
"4344","Chrysocephalum pterochaetum",4672,8567,784
"4345","Chrysocephalum semipapposum",4673,8569,787
"4346","Chrysochlamys glauca",4675,8574,20830
"4347","Chrysochlamys nicaraguensis",4676,8576,20824
"4348","Chrysochlamys ulei",4677,8580,20822
"4349","Chrysochlamys weberbaueri",4678,8581,20821
"4350","Chrysochloa hindsii",4679,8582,31623
"4351","Chrysocoma ciliata",4680,8583,1665
"4352","Chrysolaena flexuosa",4681,8587,3057
"4353","Chrysolepis sempervirens",4682,8588,20602
"4354","Chrysophyllum africanum",4684,8590,12225
"4355","Chrysophyllum amazonicum",4685,8591,12229
"4356","Chrysophyllum argenteum",4686,8592,12237
"4357","Chrysophyllum bangweolense",4687,8593,12325
"4358","Chrysophyllum beguei",4688,8594,12224
"4359","Chrysophyllum boivinianum",4689,8595,12274
"4360","Chrysophyllum bombycinum",4690,8596,12223
"4361","Chrysophyllum boukokoense",4691,8597,12222
"4362","Chrysophyllum colombianum",4692,8599,12228
"4363","Chrysophyllum cuneifolium",4693,8600,12206
"4364","Chrysophyllum giganteum",4694,8601,12220
"4365","Chrysophyllum gonocarpum",4695,8602,12219
"4366","Chrysophyllum gorungosanum",4696,8603,12218
"4367","Chrysophyllum inornatum",4697,8604,12217
"4368","Chrysophyllum lacourtianum",4698,8605,12216
"4369","Chrysophyllum manaosense",4699,8607,12226
"4370","Chrysophyllum marginatum",4700,8608,12214
"4371","Chrysophyllum mexicanum",4701,8609,12236
"4372","Chrysophyllum oliviforme",4702,8610,12235
"4373","Chrysophyllum ovale",4703,8611,12213
"4374","Chrysophyllum perpulchrum",4704,8612,12212
"4375","Chrysophyllum prieurii",4705,8613,12227
"4376","Chrysophyllum pruniforme",4706,8614,12324
"4377","Chrysophyllum roxburghii",4707,8615,12323
"4378","Chrysophyllum sanguinolentum",4708,8616,12246
"4379","Chrysophyllum sparsiflorum",4709,8617,12239
"4380","Chrysophyllum venezuelanense",4710,8620,12230
"4381","Chrysophyllum viride",4711,8621,12210
"4382","Chrysopogon benthamianus",4712,8624,32215
"4383","Chrysopogon gryllus",4713,8627,32220
"4384","Chrysopogon nigritanus",4714,8628,32212
"4385","Chrysopogon pallidus",4715,8630,32219
"4386","Chrysopogon serrulatus",4716,8633,32218
"4387","Chrysopogon setifolius",4717,8634,32208
"4388","Chrysopsis mariana",4719,8642,1208
"4389","Chrysosplenium alternifolium",4721,8646,28884
"4390","Chrysosplenium americanum",4722,8647,28882
"4391","Chrysosplenium flagelliferum",4723,8648,28887
"4392","Chrysosplenium grayanum",4724,8649,28879
"4393","Chrysosplenium oppositifolium",4725,8652,28881
"4394","Chrysosplenium tetrandrum",4726,8654,28885
"4395","Chrysothamnus greenei",4728,8658,1279
"4396","Chrysothamnus parryi",4729,8659,1274
"4397","Chrysothamnus stylosus",4730,8660,1278
"4398","Chrysothamnus viscidiflorus",4731,8662,1277
"4399","Chukrasia tabularis",4732,8663,25751
"4400","Chuquiraga jussieui",4733,8664,3718
"4401","Chusquea culeou",4735,8669,34142
"4402","Cicendia filiformis",4737,8700,10497
"4403","Cicer songaricum",4738,8704,15625
